Job Title,Key Skills,Functional Area,Industry,Predicted_Category
Outside Consultant, SAP ABAP| SAP HR| SAP ABAP Consultant| Consultant| SD| MM| FICO,"IT Software - ERP , CRM","IT-Software, Software Services",IT
Project Manager-IT/Software, Oracle Apps| Oracle DBA| WebLogic| Linux OS| Oracle Support,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",IT
Program Manager, Consulting| HR| Auditing| professional services| RFP| Business Executive| Selection process| Proposal development| Analytical| Networking,IT Software - Other,"Accounting, Finance",Others
Software Developer, Usage| Test scripts| Testing tools| Analytical| Debugging| Performance testing| Test cases| Selenium| Logistics| Testing,"IT Software - Application Programming , Maintenance","Courier, Transportation, Freight , Warehousing",IT
Software Developer, Usage| Web technologies| Web services| CMS| PHP| E-commerce| CakePHP| Zend| Open source| Testing,"IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",IT
Software Developer,PHP| Senior| Javascript| Linux| MySQL| MVC| Coding| Zend| Healthcare| CSS3,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Sales Executive/Officer,b2c sales| key account mgmt| home decor| lifestyle| lifestyle products| building materials| construction materials| PROJECT SALES| NEW CLIENT ACQUISITION| COLLECTION| SALES| business development,"Sales , Retail , Business Development","Construction, Engineering, Cement, Metals",Others
Software Developer, VB| SQL| Solution design| server| development| developing| Macros| Analytics| Process automation| PDF| automation| ui| Analytical| design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Technical Lead/Project Lead, Root Cause Analysis| Project Engineering| Power System| System Study| Proposal Engineering| Electrical Engineering,"Engineering Design , R&D","Electricals, Switchgears",IT
Regional Manager, Senior Architect| Supply chain management| Action plan| Performance improvement| Financial management| Sales| Database| Manager Technology| Retail,"Sales , Retail , Business Development","Recruitment, Staffing",Others
Recruitment Executive, HR| Rewards| Benefits| Recruitment| Salary| Incentives,"HR , Recruitment , Administration , IR","Pharma, Biotech, Clinical Research",Others
Workman/Foreman/Technician, Technician| Workman| Operator| Maintenance| Engineering,"Production , Manufacturing , Maintenance","Courier, Transportation, Freight , Warehousing",Others
Web Designer, Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| Vendor Management| Asset Management,"Design , Creative , User Experience","IT-Software, Software Services",IT
Technical Architect, Engineering Design| Team building| Design development| Chief Architect| Vice President Engineering| Manager Technology| Deployment| Business Executive,IT Software - Client/Server Programming,"IT-Software, Software Services",IT
Visualiser, Graphics| Basic| Graphic designing| advertising agency| Illustrator| Corel Draw| Photoshop,"Design , Creative , User Experience","Recruitment, Staffing",Others
Associate/Senior Associate -(NonTechnical), captive unit| Customer Service| voice process| Sales| cce| collections| collections process| collection executive| International BPO| customer support| customer care executive,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",IT
Executive/ Sr Executive - Administration, Com| Word| IT skills| Management| Business Executive| Microsoft Excel| Data entry| Administration Executive,"HR , Recruitment , Administration , IR","BPO, Call Centre, ITeS",Others
Asset Operations/Documentation-Executive/Manager, Analytical skills| MIS reporting| Assistant Manager Finance| Analyst| Automation| Excel| Wealth management| Business management| Asset management| microsoft,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Others
Mechanical Engineer-HVAC, Compliance| Commercial buildings| Facility management| Vendor coordination,"Site Engineering , Project Management","Oil and Gas, Energy, Power, Infrastructure",Others
Social Media Marketing Manager, sem| digital marketing| seo| display advertising| social media| campaigns| marketing management| email marketing| google analytics| google adwords,"Marketing , Advertising , MR , PR , Media Planning","Recruitment, Staffing",Marketing
Sales Executive/Officer, Cold calling| Lead generation| Business Development Executive| Business Executive,"Sales , Retail , Business Development","IT-Software, Software Services",Others
Trainee, Automobile Production| production| qulity assurance| electrical| quality| electrical maintenance| electrical technician| assembly| quality inspection| cnc operator| Manufacturing,"Production , Manufacturing , Maintenance","Automobile, Auto Anciliary, Auto Components",Others
R&D Executive,Women|Design|Fashion Designing|Casual,"Engineering Design , R&D",Retail / Wholesale,IT
Assistant Manager/Manager-(NonTechnical), BPO| Direct sales| Backend| Online marketing| consumer marketing| Account management| Product design| Sales Associate| Director Marketing,"ITES , BPO , KPO , LPO , Customer Service , Operations","Education, Teaching, Training",Others
Software Developer,Javascript| Html5| Angularjs| Front End| Web Technologies,"IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",IT
Software Developer, ERP| Networking| Javascript| CRO| Coding| CMS| Clinical research| Oncology| Dms| Logistics,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Head/VP/GM/National Manager -Sales, concept sales| solution sales| Business Development| Business acquisition| sales| servicing| Marketing,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management",Others
IT/Technical Content Developer, PLSQL| Tableau| PL| SQL,IT Software - Other,"IT-Software, Software Services",IT
Software Developer, AUTOSAR| C| Ethernet| Embedded Systems| ADAS| Assembly| IoT,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","Recruitment, Staffing",IT
Manager / Sr Manager - Administration, Administration Management| Administration Manager| admin manager,"HR , Recruitment , Administration , IR","Education, Teaching, Training",Others
Branch Manager/Regional Manager, Payment collection| Regional sales| Electronics| EPC| Techno-commercial| Channel development| Sales management| Forecasting| Project execution,"Sales , Retail , Business Development","Recruitment, Staffing",Others
Product/Brand Manager, Computer science| Automation| Sales| Competitive analysis| Machine learning| Conceptualization| Market research| Analytics| CRM| marketing automation,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Marketing
Product Designer, marketing| product design| product management| design development| Project Management| user experience| market analysis,"Design , Creative , User Experience",Insurance,IT
"llegis Group India is a wholly owned subsidiary of Allegis Group, Inc. In India, the company specifically focuses on dealing with Technology products and providing high-end engineering design and analysis, IT and ITES services,Vendor Management, Training and Staffing services to Fortune 500 clients. About Allegis Group: A US $6 billion world leader in staffing services to over 4000 customers globally & largest Technology staffing company in the world today. IT, Telecom, Infrastructure and Engineering . One of the worlds largest privately held companies. The 6th Largest staffing company in the world and the 2nd Largest in the US . One of the top vendors to 99% of Fortune 500 companies. Employees over 100,000 employees across different parts of the world. Operations in North America, Europe and Asia with over 300 offices and now in India",Unix|Linux Administration|Redhat Linux|Cyberark|Networking|Windows Server Administration|Shell Scripting|cyber ark implementation|SSH|Active Directory|RPM|Operating Systems|NFS,"llegis Group India is a wholly owned subsidiary of Allegis Group, Inc. In India, the company specifically focuses on dealing with Technology products and providing high-end engineering design and analysis, IT and ITES services,Vendor Management, Training and Staffing services to Fortune 500 clients. About Allegis Group: A US $6 billion world leader in staffing services to over 4000 customers globally & largest Technology staffing company in the world today. IT, Telecom, Infrastructure and Engineering . One of the worlds largest privately held companies. The 6th Largest staffing company in the world and the 2nd Largest in the US . One of the top vendors to 99% of Fortune 500 companies. Employees over 100,000 employees across different parts of the world. Operations in North America, Europe and Asia with over 300 offices and now in India","llegis Group India is a wholly owned subsidiary of Allegis Group, Inc. In India, the company specifically focuses on dealing with Technology products and providing high-end engineering design and analysis, IT and ITES services,Vendor Management, Training and Staffing services to Fortune 500 clients. About Allegis Group: A US $6 billion world leader in staffing services to over 4000 customers globally & largest Technology staffing company in the world today. IT, Telecom, Infrastructure and Engineering . One of the worlds largest privately held companies. The 6th Largest staffing company in the world and the 2nd Largest in the US . One of the top vendors to 99% of Fortune 500 companies. Employees over 100,000 employees across different parts of the world. Operations in North America, Europe and Asia with over 300 offices and now in India",Others
Software Developer, SAP FICO| sap fico consultant| sap fico implementation,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
